"SchemaMaster","DomainNaming","PDCEmulator","RIDMaster","Infrastructure"
"LIGHT-DC.LIGHT.local","LIGHT-DC.LIGHT.local","LIGHT-DC.LIGHT.local","LIGHT-DC.LIGHT.local","LIGHT-DC.LIGHT.local"
