"DomainDNSRoot","DomainNetBIOS","DomainFunctionalLevel","ForestName","ForestFunctionalLevel","SchemaVersion"
"LIGHT.local","LIGHT","Windows2016Domain","LIGHT.local","Windows2016Forest","88"
